source_type,name,latitude,longitude,region,description,company_na,start_year,depth_to
Mineral Occurrence,Ravnedalen East,76.31917,-22.0075,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMD,nan,nan,,
Mineral Occurrence,Ravnedalen East,76.32972,-21.97833,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMD,nan,nan,,
Mineral Occurrence,Inussuk 01,67.56968,-53.75767,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,Vimmelskaftet,71.676,-22.751,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Andree Land, Knivbjergdal",73.4,-26.43,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Nunatarssuaq 01,69.30271,-50.31897,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Nunatarssuaq 01,69.30551,-50.35315,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Nunatarssuaq 01,69.31515,-50.27735,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Nunatarssuaq 01,69.30649,-50.34585,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Nunatarssuaq 01,69.30949,-50.32266,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Nunatarssuaq 01,69.31241,-50.28335,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Tvekegledal,71.784,-22.446,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Tvekegledal,71.75711,-22.49455,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Eqaluit 01,69.631,-54.799,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Itilli 01,70.02423,-50.64044,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,"Vestfjord, Kobberpynt",70.42352,-28.78532,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Vestfjord, Kobberpynt",70.43955,-29.12381,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Vestfjord, Kobberpynt",70.42634,-28.77185,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Vestfjord, Kobberpynt",70.48113,-28.26471,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Miki Fjord Macrodyke - Eskimonµs segment,68.244,-31.434,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMB,nan,nan,,
Mineral Occurrence,Miki Fjord Macrodyke - Eskimonµs segment,68.353,-31.359,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMB,nan,nan,,
Mineral Occurrence,Akuliaruseq - Graphite,67.798,-53.016,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMSS,nan,nan,,
Mineral Occurrence,"Flyverfjord, Western outcrop",71.55712,-27.81864,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Andree Land, Benjamin Dal 01",73.7167,-25.339,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Andree Land, Benjamin Dal 01",73.3625,-25.6,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Paatuut Kl°ft 0,70.297,-52.778,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Paatuut Kl°ft 0,70.295,-52.769,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,N°rre Fjord hot springs,70.415,-21.972,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Eqi West 01,69.72831,-50.1239,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Eqi West 01,69.73561,-50.11691,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,Skansen,70.096,-53.025,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMD,nan,nan,,
Mineral Occurrence,"Flade Bugt: N-section, main breccia zone",77.165916,-18.9435,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMD,nan,nan,,
Mineral Occurrence,"Flade Bugt: N-section, main breccia zone",77.165939,-18.94542,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMD,nan,nan,,
Mineral Occurrence,"Flade Bugt: N-section, main breccia zone",77.163467,-18.93961,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMD,nan,nan,,
Mineral Occurrence,"Flade Bugt: N-section, main breccia zone",77.163582,-18.94158,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMD,nan,nan,,
Mineral Occurrence,"Flade Bugt: N-section, main breccia zone",77.207,-18.94933,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMD,nan,nan,,
Mineral Occurrence,Milne Land - REE,70.66407,-25.93686,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Milne Land - REE,70.68448,-25.81339,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Milne Land - REE,70.64494,-25.89327,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.37978,-52.0704,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.40156,-51.96687,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.40188,-51.96737,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.40278,-51.96806,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.40349,-51.96274,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.40741,-51.94747,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.40763,-51.93898,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.40916,-51.92083,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.41029,-51.90979,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.41047,-51.92689,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Naternaq, Lersletten",68.42222,-51.82139,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Nedre Akosedal, Main Vein",71.60972,-24.79278,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Nedre Akosedal, Main Vein",71.60743,-24.79731,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Kap Broer Ruys,73.5,-20.55,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Luciagletscher Main,73.448,-25.945,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Luciagletscher Main,73.462,-26.009,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Kuup Akua, Ussuit 01",67.59342,-50.97125,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Kuup Akua, Ussuit 01",67.62578,-50.94889,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,Ataneq,67.96487,-52.0857,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,Ataneq,67.8427,-52.862354,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,Ataneq,67.88476,-52.6411,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,Ataneq,67.95555,-52.1591,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,"Giesecke Bjerge, Ladderbjerg",73.55667,-22.02152,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Ussuit 01,67.76269,-51.09533,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_AE-GLMK,nan,nan,,
Mineral Occurrence,Karstryggen - Celestite,71.55458,-24.68353,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Andree Land, Eremit Dal 01",73.80491,-25.75724,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Canning Land, Kap Allen",71.658,-22.314,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Canning Land, Kap Allen",71.608,-22.268,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Canning Land, Kap Allen",71.73333,-22.18333,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,"Canning Land, Kap Allen",71.67917,-22.246,https://data.geus.dk/greenlanddb/webresources/geologic-unit/IP-GLMCE,nan,nan,,
Mineral Occurrence,Kangerluarsuk,71.288,-51.471,https://data.geus.dk/greenlanddb/webresources/geologic-unit/PR_A-GLMKA,nan,nan,,
